#respid	dType	AGE	GENDER	MARITAL	STATUS	EDUCATION	INCOME	DESKTOP	INET	USAGE	MOBILE	INET	USAGE
75558	2	2	1	3	4	3	3	2
75787	2	6	2	6	4	3	3	2
75510	2	4	1	3	3	7	2	2
75247	2	3	2	6	4	5	5	3
75646	2	5	2	4	5	5	3	1
75552	2	4	1	3	5	4	2	2
75563	2	5	1	3	4	5	3	1
75649	2	2	2	1	3	2	2	2
75644	2	2	2	1	3	2	2	2
75789	2	3	2	3	5	4	5	1
75656	2	5	2	3	3	4	1	1
75630	2	6	2	6	3	9	1	3
75588	2	4	1	3	3	3	2	3
75578	2	6	1	6	5	3	4	2
75585	2	2	1	3	5	5	3	2
75573	2	6	1	3	5	5	2	2
454	1	5	2	3	4	4	4	2
75555	2	6	1	3	4	6	2	1
75641	2	5	2	3	3	9	1	1
75633	2	4	2	1	5	9	4	2
75579	2	5	2	3	5	9	1	1
75736	2	5	2	6	2	4	4	2
75624	2	3	2	3	5	7	5	2
75640	2	2	2	3	5	6	2	2
75055	2	6	1	3	5	5	2	1
75583	2	5	1	3	4	8	3	1
75634	2	3	2	6	2	2	1	1
75711	2	5	2	1	5	3	1	2
75584	2	3	1	3	5	7	4	3
75283	2	5	2	3	5	5	3	2
75655	2	3	2	3	3	4	3	3
374	1	5	1	3	4	6	4	1
465	1	2	2	3	4	4	2	1
75596	2	3	1	3	3	4	1	1
75918	2	3	1	3	4	5	3	2
75843	2	5	1	3	4	7	5	2
75983	2	4	1	3	5	6	5	5
76148	2	3	2	3	4	6	4	3
76060	2	3	2	6	5	2	4	2
76061	2	4	2	3	5	5	2	1
76124	2	3	2	3	3	4	2	1
75849	2	3	1	1	4	3	5	2
76297	2	3	2	3	4	3	2	2
75864	2	3	1	3	4	2	3	2
76110	2	6	2	7	3	1	5	1
76149	2	2	2	2	4	4	4	3
76087	2	5	2	3	5	5	1	5
76089	2	3	2	4	5	2	1	2
76057	2	1	2	1	4	1	2	1
76118	2	2	2	3	4	3	5	3
76042	2	4	2	7	5	9	5	1
76108	2	2	2	3	5	6	4	2
76092	2	2	1	4	2	3	1	5
75876	2	6	1	3	3	2	3	1
75052	2	6	1	3	5	5	3	1
75308	2	5	2	7	4	5	2	1
76045	2	4	2	1	4	9	3	1
76222	2	3	2	3	5	7	5	3
75425	2	4	2	4	3	5	2	4
76327	2	3	2	1	2	1	1	1
75103	2	5	1	3	4	9	1	1
75620	2	5	2	3	4	4	1	1
76080	2	3	2	1	5	5	3	2
76068	2	3	2	3	3	4	3	2
75882	2	2	1	3	5	4	2	3
75872	2	3	1	3	4	5	3	1
217	1	3	1	3	4	3	2	2
75873	2	3	1	6	3	5	2	1
76375	2	5	2	3	4	5	1	5
75615	2	4	2	3	4	5	1	1
75863	2	3	1	3	4	9	3	2
75657	2	2	2	1	5	1	2	1
266	1	3	2	3	4	3	2	2
75884	2	2	1	2	4	2	3	2
76004	2	2	1	2	4	1	3	1
76122	2	2	2	4	3	2	1	4
75853	2	4	1	3	3	3	2	1
400	1	5	1	6	5	3	3	2
521	1	4	2	3	4	6	4	1
528	1	3	1	3	5	5	5	2
534	1	3	1	3	4	5	2	2
627	1	3	1	4	1	3	2	2
523	1	4	2	3	5	5	5	3
497	1	5	2	6	3	3	2	1
525	1	4	1	1	4	4	3	1
519	1	4	2	3	3	4	2	1
545	1	5	2	1	4	4	3	2
564	1	3	2	3	4	8	2	1
510	1	6	2	3	2	9	3	3
492	1	6	2	3	5	6	5	5
499	1	3	1	3	5	5	4	1
491	1	5	2	3	2	6	1	1
487	1	4	2	3	3	5	1	1
486	1	5	1	1	5	3	4	1
532	1	5	2	3	3	5	4	1
541	1	5	2	6	3	3	2	2
520	1	4	2	3	3	5	3	2
536	1	5	2	3	4	6	2	1
549	1	4	2	3	3	5	2	2
513	1	6	1	1	3	1	5	1
502	1	3	2	3	2	4	1	1
622	1	2	2	1	3	3	2	3
581	1	6	2	6	5	3	2	2
628	1	4	2	6	5	3	2	3
455	1	2	2	3	5	6	1	2
516	1	6	1	4	4	5	3	1
508	1	5	2	7	4	4	4	1
547	1	6	2	1	3	9	2	1
175	1	2	2	3	2	4	2	3
511	1	3	2	3	3	4	3	2
485	1	2	2	1	4	2	2	3
517	1	4	1	3	5	5	2	1
550	1	4	2	3	4	4	5	3
575	1	2	2	1	5	5	4	5
776	1	2	1	4	4	5	2	3
681	1	3	1	3	4	7	3	2
652	1	5	1	3	5	4	4	2
777	1	5	2	6	4	3	2	3
632	1	5	1	3	4	4	4	3
838	1	1	1	1	3	2	1	5
726	1	6	2	3	4	4	2	2
680	1	5	1	1	5	4	5	2
768	1	4	2	3	5	8	2	1
821	1	4	2	6	4	1	5	5
833	1	5	1	3	3	6	3	1
710	1	5	1	6	4	2	3	1
788	1	6	1	4	5	6	4	3
669	1	3	1	3	4	7	4	3
739	1	4	2	3	3	4	2	1
723	1	2	1	3	5	3	5	2
661	1	5	2	3	4	4	3	1
807	1	3	2	3	5	2	1	2
697	1	4	2	3	4	6	2	2
700	1	5	1	3	4	5	4	1
617	1	4	1	3	3	4	2	1
809	1	6	1	3	3	9	3	1
654	1	5	1	3	3	3	4	1
689	1	4	1	3	4	3	2	2
743	1	5	2	3	4	4	2	2
662	1	4	2	3	4	3	2	1
691	1	2	2	3	2	9	2	1
791	1	4	2	3	3	9	3	4
746	1	2	2	2	4	5	1	2
671	1	5	2	3	4	9	1	1
653	1	3	1	3	4	4	4	2
659	1	5	2	6	4	2	4	2
720	1	6	1	3	5	5	3	2
829	1	4	1	1	2	2	1	1
405	1	2	2	3	3	6	5	2
676	1	2	2	3	4	5	5	3
184	1	1	2	1	4	3	5	1
702	1	5	1	3	4	4	4	2
717	1	5	2	3	2	2	3	1
750	1	5	2	6	3	3	4	1
715	1	4	1	6	4	9	4	5
645	1	4	2	1	5	9	2	1
649	1	4	2	3	4	4	3	3
250	1	4	2	6	5	2	5	4
701	1	2	2	1	4	3	4	5
789	1	5	1	3	4	3	3	1
624	1	4	2	3	3	5	2	2
364	1	5	2	3	3	9	5	5
682	1	4	2	1	2	9	3	1
752	1	3	1	3	4	5	5	5
639	1	5	2	3	5	4	2	1
695	1	4	2	6	4	3	2	1
675	1	5	1	1	4	1	2	2
527	1	4	1	3	5	8	4	2
642	1	6	2	3	4	6	4	3
686	1	5	2	3	5	3	3	2
76520	2	4	1	3	4	3	4	1
76563	2	5	2	3	3	1	3	3
76581	2	4	2	1	4	3	4	2
76562	2	4	2	3	4	4	3	3
76429	2	5	1	3	3	9	5	2
76388	2	4	1	3	5	6	1	3
76418	2	5	1	3	4	4	3	3
76568	2	5	2	3	2	4	4	4
76449	2	5	1	1	5	3	1	1
844	1	6	2	3	2	2	3	1
76432	2	5	1	4	3	6	2	2
76382	2	6	1	3	3	5	2	1
76714	2	4	2	3	4	6	2	2
668	1	5	2	3	2	2	4	1
76436	2	6	1	3	5	5	3	3
656	1	6	1	3	5	4	2	1
76580	2	4	2	3	5	4	2	3
76487	2	6	1	3	5	5	2	1
76394	2	4	1	3	4	3	5	1
76803	2	5	2	3	4	1	2	2
76685	2	3	2	3	4	4	2	2
76584	2	5	2	1	4	2	4	2
76645	2	4	2	1	4	2	5	3
76387	2	5	1	3	5	5	3	1
76422	2	5	1	3	3	4	4	2
76560	2	6	2	1	4	1	3	2
76425	2	4	1	1	3	4	5	1
76404	2	5	1	1	5	4	5	1
643	1	4	1	3	4	4	2	1
76621	2	5	2	3	5	5	1	3
76398	2	5	1	3	4	6	2	1
76525	2	5	1	3	5	4	4	2
490	1	5	1	3	5	3	4	2
805	1	4	2	3	4	9	4	4
76579	2	4	2	3	2	6	3	2
76586	2	5	2	3	4	3	2	1
76577	2	5	2	3	4	3	2	2
76437	2	4	1	3	4	4	3	2
839	1	3	2	3	3	3	5	2
665	1	4	2	3	2	4	2	1
76569	2	3	2	6	4	9	1	2
76615	2	4	2	4	4	5	3	1
76421	2	5	1	1	3	3	1	1
76443	2	6	1	3	5	4	3	4
732	1	2	1	3	4	3	3	2
469	1	1	2	3	3	2	5	1
76412	2	6	1	3	5	5	2	1
76797	2	5	2	3	5	7	5	3
728	1	3	1	1	4	2	3	2
837	1	2	1	1	3	1	1	2
857	1	2	2	1	5	5	2	1
76426	2	5	1	3	4	3	3	1
76740	2	1	2	1	1	2	1	4
76627	2	5	2	7	5	4	2	1
76561	2	6	2	7	3	2	4	1
76603	2	5	2	3	4	3	5	2
858	1	3	2	3	4	5	2	3
76383	2	5	1	3	3	2	3	2
501	1	5	1	3	4	5	2	1
488	1	4	2	3	3	5	2	2
815	1	1	2	1	4	2	1	4
76377	2	5	1	3	4	5	5	2
655	1	4	2	3	4	9	2	2
76378	2	4	1	3	4	8	5	2
76613	2	5	2	6	5	3	5	2
76594	2	5	2	3	5	4	2	1
647	1	3	1	1	5	3	5	3
76917	2	5	2	3	5	8	3	2
76969	2	4	2	5	3	1	3	3
76972	2	4	2	3	5	6	3	2
77014	2	4	2	1	5	5	2	1
76811	2	6	1	3	4	8	3	2
703	1	3	2	3	5	2	2	1
